project,req_id,text,type,priority,hybrid_label,source,filename,n_chars,n_words
A Machine Learning-Driven Online Mobile Application for Personalized Student Stress Management,20,"Sistem, öğrencilerin mahremiyetini korumak için saklanan stres günlükleri ve forum verileri üzerinde kimliksizleştirme veya takma ad kullanımı gibi gizlilik önlemleri uygulamalıdır.",NFR,Must,NFR-Must,ETU,A Machine Learning-Driven Online Mobile Application for Personalized Student Stress Management.xml,181,21
A Machine Learning-Driven Online Mobile Application for Personalized Student Stress Management,21,"React Native arayüzü, hem iOS hem Android cihazlarda yerel görünüme yakın ve tutarlı bir kullanıcı deneyimi sağlayacak şekilde tasarlanmalıdır.",NFR,Should,NFR-Should,ETU,A Machine Learning-Driven Online Mobile Application for Personalized Student Stress Management.xml,143,19
A Machine Learning-Driven Online Mobile Application for Personalized Student Stress Management,22,"Firestore veri modeli, gerçek zamanlı eşzamanlama sırasında bant genişliği kullanımını ve okuma/yazma maliyetlerini azaltacak biçimde optimize edilmelidir.",NFR,Should,NFR-Should,ETU,A Machine Learning-Driven Online Mobile Application for Personalized Student Stress Management.xml,155,17
A Machine Learning-Driven Online Mobile Application for Personalized Student Stress Management,23,"Makine öğrenmesi bileşenleri, eğitim ve çıkarım süreçlerinde hataları, parametre ayarlarını ve model sürümlerini içeren ayrıntılı log kayıtları üretmelidir.",NFR,Should,NFR-Should,ETU,A Machine Learning-Driven Online Mobile Application for Personalized Student Stress Management.xml,156,18
A Machine Learning-Driven Online Mobile Application for Personalized Student Stress Management,24,"Uygulama, seçilen renk paleti, ikonografi ve yazı tipi boyutlarıyla stres azaltmaya uygun, görsel olarak sakinleştirici bir arayüz sağlayacak şekilde UX ilkelerine uygun olmalıdır.",NFR,Should,NFR-Should,ETU,A Machine Learning-Driven Online Mobile Application for Personalized Student Stress Management.xml,180,23
A Machine Learning-Driven Online Mobile Application for Personalized Student Stress Management,25,"Sistem, artan kullanıcı sayısına rağmen uyarı sistemi ve forum fonksiyonlarının performansını korumak için Firebase ve Django altyapısının yatay olarak ölçeklenmesine imkân tanımalıdır.",NFR,Should,NFR-Should,ETU,A Machine Learning-Driven Online Mobile Application for Personalized Student Stress Management.xml,185,22
A Machine Learning-Driven Online Mobile Application for Personalized Student Stress Management,26,"Uygulama, düşük bağlantı durumlarında temel özelliklerin (stres günlüğü kaydı, offline meditasyon sesleri) çevrimdışı kullanılmasına olanak tanıyacak önbellekleme mekanizmaları içerebilmelidir.",NFR,Could,NFR-Could,ETU,A Machine Learning-Driven Online Mobile Application for Personalized Student Stress Management.xml,193,19
A Machine Learning-Driven Online Mobile Application for Personalized Student Stress Management,27,"Sistem, kullanıcıların verilerini ve tercihlerini düzenli aralıklarla otomatik olarak yedekleyerek veri kaybı riskini azaltabilmelidir.",NFR,Could,NFR-Could,ETU,A Machine Learning-Driven Online Mobile Application for Personalized Student Stress Management.xml,135,14
A Machine Learning-Driven Online Mobile Application for Personalized Student Stress Management,28,"Uygulama, erişilebilirlik için dinamik yazı tipi boyutu ve yüksek kontrast modu gibi ek ayarlar sunarak farklı ihtiyaçlara sahip öğrencilerin kullanımını kolaylaştırabilmelidir.",NFR,Could,NFR-Could,ETU,A Machine Learning-Driven Online Mobile Application for Personalized Student Stress Management.xml,177,21
A Machine Learning-Driven Online Mobile Application for Personalized Student Stress Management,29,"Makine öğrenmesi modeli, yeni etiketlenmiş veri elde edildiğinde periyodik yeniden eğitim süreçleri ile performansını güncelleyebilecek bir MLOps düzenine entegre edilebilmelidir.",NFR,Could,NFR-Could,ETU,A Machine Learning-Driven Online Mobile Application for Personalized Student Stress Management.xml,179,20
A Machine Learning-Driven Online Mobile Application for Personalized Student Stress Management,30,"Sistem mimarisi, ileride farklı stres tespiti modelleri veya ek veri kaynaklarının (örneğin giyilebilir cihaz verileri) entegrasyonuna izin verecek modüler yapıda tasarlanabilmelidir.",NFR,Could,NFR-Could,ETU,A Machine Learning-Driven Online Mobile Application for Personalized Student Stress Management.xml,183,21
A Management Information System of Administration in Scouts,1,"Sistem, izci liderlerinin kullanıcı hesabı oluşturarak izci gruplarını ve alt birlikleri yönetmelerine izin vermelidir.",FR,Must,FR-Must,Translated,A Management Information System of Administration in Scouts.xml,119,14
A Management Information System of Administration in Scouts,2,"Sistem, her izci için rozet ilerlemesi, görev tamamlama durumu ve gelişim kayıtlarını içeren bir ilerleme takip modülü sağlamalıdır.",FR,Must,FR-Must,Translated,A Management Information System of Administration in Scouts.xml,132,18
A Management Information System of Administration in Scouts,3,"Genç üyeler, uygulama üzerinden tamamladıkları görevlerin kanıtlarını (fotoğraf, belge vb.) yükleyerek iş teslimi yapabilmelidir.",FR,Must,FR-Must,Translated,A Management Information System of Administration in Scouts.xml,129,14
A Management Information System of Administration in Scouts,4,"Sistem, izci liderinin onayladığı veya reddettiği görev teslimlerini kaydedebilmeli ve öğrenciye geri bildirim verebilmelidir.",FR,Must,FR-Must,Translated,A Management Information System of Administration in Scouts.xml,126,14
A Management Information System of Administration in Scouts,5,"Sistem, toplantı bilgilerini (tarih, süre, konu, konum) oluşturarak izci üyelerine ve velilere duyurabilmelidir.",FR,Must,FR-Must,Translated,A Management Information System of Administration in Scouts.xml,112,13
A Management Information System of Administration in Scouts,6,"Sistem, katılımcıların toplantıya katılım durumlarını kaydeden bir yoklama yönetim sekmesi sunabilmelidir.",FR,Should,FR-Should,Translated,A Management Information System of Administration in Scouts.xml,106,11
A Management Information System of Administration in Scouts,7,"Sistem, yürüyüş planlama ekranı üzerinden rota, süre, tehlike noktaları ve gerekli malzemeleri içeren bir hiking planı oluşturabilmelidir.",FR,Should,FR-Should,Translated,A Management Information System of Administration in Scouts.xml,138,17
A Management Information System of Administration in Scouts,8,"Sistem, izci gruplarının haftalık ve aylık faaliyet performansını gösteren bir aktivite panosu sağlayabilmelidir.",FR,Should,FR-Should,Translated,A Management Information System of Administration in Scouts.xml,113,13
A Management Information System of Administration in Scouts,9,"Sistem, çevrimiçi duyuruları belirli web sitelerinden otomatik olarak çekerek liderlerin hızlıca incelemesini sağlayan bir duyuru tarayıcı modülü sunabilmelidir.",FR,Should,FR-Should,Translated,A Management Information System of Administration in Scouts.xml,161,18
A Management Information System of Administration in Scouts,10,"Sistem, izci liderlerinin üyeler veya veliler için toplu mesaj yayınlamasına imkân tanıyan bir iletişim paneli sağlamalıdır.",FR,Should,FR-Should,Translated,A Management Information System of Administration in Scouts.xml,124,16
A Management Information System of Administration in Scouts,11,"Sistem, yapay zeka destekli duyuru oluşturma aracını kullanarak toplantı özeti veya kamp duyurusu gibi otomatik metin şablonları üretebilmelidir.",FR,Could,FR-Could,Translated,A Management Information System of Administration in Scouts.xml,145,18
A Management Information System of Administration in Scouts,12,"Sistem, izcilere özel ödül rozetleri için algoritmik öneri sunarak eksik yeterliliklere göre kişiselleştirilmiş görev listesi oluşturabilmelidir.",FR,Could,FR-Could,Translated,A Management Information System of Administration in Scouts.xml,145,16
A Management Information System of Administration in Scouts,13,"Sistem, yürüyüş planının hava koşullarına uygunluğunu analiz eden harici hava durumu API entegrasyonu sağlayabilmelidir.",FR,Could,FR-Could,Translated,A Management Information System of Administration in Scouts.xml,120,14
A Management Information System of Administration in Scouts,14,"Sistem, velilerin kendi çocuklarının ilerleme durumunu ayrı bir veli paneli üzerinden takip edebilmesine izin verebilmelidir.",FR,Could,FR-Could,Translated,A Management Information System of Administration in Scouts.xml,125,15
A Management Information System of Administration in Scouts,15,"Sistem, izci grubuna yeni katılan üyeleri otomatik olarak uygun alt birimlere yerleştirmeyi sağlayan bir sınıflandırma mekanizması sunabilmelidir.",FR,Could,FR-Could,Translated,A Management Information System of Administration in Scouts.xml,146,17
A Management Information System of Administration in Scouts,16,"Sistem, lider–üye–veli arasındaki tüm iletişimi HTTPS üzerinden şifreleyerek güvenli veri aktarımı sağlamalıdır.",NFR,Must,NFR-Must,Translated,A Management Information System of Administration in Scouts.xml,112,12
A Management Information System of Administration in Scouts,17,"PostgreSQL veritabanı, izci bilgilerini, toplantı kayıtlarını ve etkinlik verilerini veri bütünlüğünü koruyacak şekilde saklamalıdır.",NFR,Must,NFR-Must,Translated,A Management Information System of Administration in Scouts.xml,133,14
A Management Information System of Administration in Scouts,18,"Sistem, yoğun kullanım zamanlarında dahi faaliyet panosu ve ilerleme verilerini birkaç saniye içinde yükleyebilecek performansa sahip olmalıdır.",NFR,Must,NFR-Must,Translated,A Management Information System of Administration in Scouts.xml,144,17
A Management Information System of Administration in Scouts,19,"Uygulama, Firebase Cloud Messaging kullanırken bildirimlerin yetkisiz kişilere gönderilmesini engelleyecek doğrulama protokollerini uygulamalıdır.",NFR,Must,NFR-Must,Translated,A Management Information System of Administration in Scouts.xml,146,13
A Management Information System of Administration in Scouts,20,"Sistem, genç kullanıcıların kişisel verilerini korumak için yaşa uygun gizlilik güvenlik gereksinimlerine uymalıdır.",NFR,Must,NFR-Must,Translated,A Management Information System of Administration in Scouts.xml,116,13
A Management Information System of Administration in Scouts,21,Flutter uygulaması hem Android hem iOS cihazlarda tutarlı performans gösterecek şekilde optimize edilmelidir.,NFR,Should,NFR-Should,Translated,A Management Information System of Administration in Scouts.xml,109,13
A Management Information System of Administration in Scouts,22,"NestJS arka uç servisleri, artan izci grubu ve kullanıcı sayısına göre yatay olarak ölçeklenebilir olmalıdır.",NFR,Should,NFR-Should,Translated,A Management Information System of Administration in Scouts.xml,109,15
A Management Information System of Administration in Scouts,23,"Sistem, tüm faaliyet kayıtlarını, toplantı notlarını ve ilerleme verilerini zaman damgalı loglarla saklayarak denetlenebilirlik sağlamalıdır.",NFR,Should,NFR-Should,Translated,A Management Information System of Administration in Scouts.xml,141,15
A Management Information System of Administration in Scouts,24,"Arayüz, farklı yaş grupları için erişilebilir olacak şekilde ikon, renk ve font kullanımı açısından sade ve anlaşılır tasarlanmalıdır.",NFR,Should,NFR-Should,Translated,A Management Information System of Administration in Scouts.xml,134,18
A Management Information System of Administration in Scouts,25,"Sistem, faaliyetlerde fotoğraf yükleme işlemlerinde görüntü boyutlarını optimize ederek sunucu yükünü azaltmalıdır.",NFR,Should,NFR-Should,Translated,A Management Information System of Administration in Scouts.xml,115,12
A Management Information System of Administration in Scouts,26,"Sistem, veri tabanı yedeklemelerini otomatik olarak belirli aralıklarla çalıştırarak veri kaybı riskini azaltabilmelidir.",NFR,Could,NFR-Could,Translated,A Management Information System of Administration in Scouts.xml,121,13
A Management Information System of Administration in Scouts,27,"Sistem, çevrimdışı modda temel özelliklerin (görev görüntüleme, etkinlik planı) kullanılabilmesi için önbellek katmanı sağlayabilmelidir.",NFR,Could,NFR-Could,Translated,A Management Information System of Administration in Scouts.xml,137,14
A Management Information System of Administration in Scouts,28,"Arayüz, renk körlüğü için alternatif temalar sunarak farklı kullanıcı gereksinimlerine uygun erişilebilirlik seçenekleri sağlayabilmelidir.",NFR,Could,NFR-Could,Translated,A Management Information System of Administration in Scouts.xml,139,14
